rec_id, culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number, family_role
rec-418-org,   eng, f, , , , jett, christophers, wa, bentley, 3678, 1, de little circuit, , 08 76670273, 6168254, 6, NoRole
rec-98-org,   chi, f, 24, 19920612, ms, laetitia, , nsw, creswick, 3046, 18, mckenzie street, the manor garden, 2 89967883, 2148803, 4, NoRole
rec-153-org,   por, f, , 19710812, , emiily, , sa, st morris, 4807, 1, o'neill street, , 7 88930892, 3549156, 5, NoRole
rec-480-org,   usa, , 25, 19911222, , keziah, perkins, qld, cape moreton, 5019, 64, whitelegge close, , 613 75309186, 3585080, 9, NoRole
rec-441-dup-0, eng, v, 10, 20061231, , kyl, kylej, , hazelood park, 3011, 4, blamey krescent, , 03 70367631, 9169817, 6, NoRole
rec-345-org,   unk, , 40, 19761219, , ella, scopel, nsw, belmont south, 6151, 700, ellerston avenue, , 612 62366386, 9249325, 2, NoRole
rec-353-org,   unk, f, 30, 19860123, , hannah, scofield, wa, parkeston, 4718, 101, chevalier street, , 08 88834595, 8968333, 5, NoRole
rec-46-dup-0, chi, , 26, 19850825, , dyan, jye, , hollydeen, 2305, 59, karrugang cbircuit, , 612 19846333, 2435790, 2, NoRole
rec-238-org,   usa, m, 32, 19840713, hon, sophie, kelly, vic, mossiface, 2099, 61, hicks street, goodradigbee, 618 62542120, 2087718, 0, NoRole
rec-246-org,   pak, , , 19811126, , victoria, khosa, qld, palmerston, 2330, 61, harrison street, elmar ranch, 3 76136647, 2377108, 7, NoRole
rec-344-org,   unk, f, 31, 19850414, , thomas, strapp, qld, mount garnet, 4030, 44, rivett street, , 04 40605044, 6454899, 5, NoRole
rec-305-org,   ind, f, , 19711120, ms, zac, raichandani, vic, summer hill, 2205, 27, dutton street, lenaroy, 08 54787759, 8652819, 2, NoRole
rec-361-org,   eng, , , , , holly, simonson, vic, tower hill, 3048, 22, grimshaw street, , 08 36160044, 7193340, 6, NoRole
rec-346-org,   ger, f, 24, 19920504, ms, bethany, bracher, vic, wallace, 4570, 3, ellerston avenue, , 08 73387738, 1104756, 3, NoRole
rec-94-dup-0, usa, f, 25, 19910407, , ema, stkinner, qld, laidley nordh, 0810, 16, marulda sttreet, sout retreat, 3 71831192, 7538114, 0, NoRole
rec-360-org,   fin, f, 32, 19840430, , megan, pihlajamaa, vic, skipton, 3040, 106, sharp place, , 618 20978878, 2956963, 0, NoRole
rec-368-org,   vie, f, 39, 19770312, ms, alexia, toai, nsw, east albury, 5018, 5, bonrook street, , 08 92585721, 6421818, 5, NoRole
rec-139-org,   eng, f, 22, 19940815, , amy, yong, qld, coppabella, 3142, 13, vickery street, , 613 58840915, 2178753, 0, NoRole
rec-105-org,   unk, f, 20, 19960228, ms, kayla, strawbridge, , the basin, 4069, 30, euree street, gssm, 02 42281210, 9640040, 6, NoRole
rec-440-org,   vie, f, 30, 19860421, , luke, nguyentan, nsw, palm beach, 6020, 130, , , 07 97025799, 2866916, 4, NoRole
rec-306-org,   unk, f, 21, 19950316, , jayden, abadi, vic, south morang, 3174, , launceston street, , 08 07365511, 2305147, 3, NoRole
rec-140-org,   unk, f, 30, 19860815, , cain, streich, wa, elermore vale, 5070, 73, leason close, kimbad, 08 59924211, 5933979, 7, NoRole
rec-366-dup-0, unk, v, 28, 19880909, mr, keorgia, sciahri, , camppelltown, 2259, 67, dixon drife, , 02 93702581, 9556277, 9, NoRole
rec-30-org,   unk, , 22, 19940724, ms, levi, abbitt, vic, white hills, 5076, 23, knoke avenue, , 04 01890821, 3352969, 3, NoRole
rec-9-org,   chi, m, , 19410406, , ella, jyau, nsw, cambewarra, 2540, 3, may maxwell crescent, , 612 39083818, 1649899, 2, NoRole
rec-467-org,   usa, , 35, 19810629, mr, bella, zimmerman, wa, wanneroo, 6275, 5, , , 8 85066816, 4849086, 5, NoRole
rec-33-org,   chi, f, 19, 19970125, mr, seanna, ow, qld, nearum, 7170, 3, phillip avenue, , 613 85001790, 4813258, 5, NoRole
rec-459-org,   unk, , 26, 19900618, , aaron, aarnoudse, nsw, burrill lake, 3055, 92, mccubbin street, eriswell park, 612 02094124, 7745077, 0, NoRole
rec-412-org,   eng, , 33, 19830908, , clement, sands, nsw, university of wollongong, 2065, 109, gouger street, , 2 15895627, 9326090, 2, NoRole
rec-63-org,   usa, , 28, 19880620, , daniel, whitley, nsw, crowdy head, 4209, 33, strathgordon court, , 2 45379682, 5104499, 9, NoRole
rec-452-org,   chi, f, 20, 19960816, , georgia, juang, vic, moorooka, 4109, 79, dowthwaite street, , , 2689620, 2, NoRole
rec-281-org,   usa, f, 20, 19960715, ms, jacynta, knowles, vic, craigieburn, 4113, 308, yalgan place, , 08 47606383, 9102056, 3, NoRole
rec-104-org,   ind, f, 32, 19840529, ms, kyle, rege, , rosevears, 3149, 50, endeavour street, yarrabee, 08 63168447, 3297225, 2, NoRole
rec-227-org,   unk, f, , 19440825, mr, wil, scogin, vic, kardella, 4715, 218, fawkner street, , 618 91978524, 4490254, 9, NoRole
rec-322-org,   usa, , 26, 19900406, , hayden, greer, nsw, dawes point, 2031, 3, chandler street, karma park, 02 69487260, 5613806, 8, NoRole
rec-318-org,   ser, f, 26, 19900519, hon, ethan, gluhic, nsw, balgowlah, 4055, 88, kirkwood crescent, flowery dell, 02 68135014, 7474911, 8, NoRole
rec-427-org,   ind, , 27, 19891216, mr, sonja, rangnekar, vic, lake boga, 4214, 627, wilson crescent, tamarama, 08 00095550, 5909145, 1, NoRole
rec-468-dup-0, ind, f, 35, 19810309, , pailey, tua, vic, flinderst, 3616, 18, illiam webb drive, niocka, 618 93541059, 7597070, 3, NoRole
rec-241-org,   usa, f, , 19520128, , charlotte, monroe, nsw, brooklyn, , , , 2nd hse lhs, 2 38165431, 9575038, 1, NoRole
rec-317-dup-0, abo, f, 4l, , , imoge , tapai, sa, theodo e, 2905,  1, temperley street, , 7 70013 30, 5857618, 1, NoRole
rec-269-org,   eng, f, , 19140623, , ryan, hanley, nsw, griffith, 2121, 11, william wilkins crescent, home vale, 02 48626612, 2428980, 7, NoRole
rec-338-org,   eng, f, 23, 19930812, , karissa, roydon, vic, peregian beach, 2287, 9, parnell place, , 02 94467151, 4507562, 5, NoRole
rec-53-org,   eng, , 24, 19921222, , brody, attwater, nsw, raleigh, 2444, 127, gask place, , 2 11236140, 7081679, 3, NoRole
rec-165-org,   usa, f, 26, 19900912, , joel, rios, sa, crafers, 3165, 1, bosworth circuit, worro downs, 03 83567214, 5639426, 2, NoRole
rec-431-org,   eng, f, , 19421105, pfc, liam, snyders, nsw, taylors arm, 4714, 4, freda bennett circuit, oxley's way, 08 92175397, 6176364, 9, NoRole
rec-293-org,   unk, f, 27, 19890215, , zachary, stranger, qld, netley, 3825, 66, langridge street, , 03 84459152, 8762504, 1, NoRole
rec-134-org,   fin, f, 27, 19890629, mr, tiana, niemi, nsw, milsons passage, 2535, 61, dawar place, , 02 35171997, 7075015, 0, NoRole
rec-221-org,   afg, f, 28, 19880111, , philip, safi, vic, melbourne, 4207, 6, stapylton street, , 618 06153464, 2114402, 3, NoRole
rec-436-org,   eng, f, , 19800530, , melissa, fairburn, vic, mount pleasant, 4101, 36, longmore crescent, , 8 28249645, 2414219, 5, NoRole
rec-358-org,   chi, f, 23, 19930926, mr, lucas, zheng, wa, kirk rock, 2148, 82, julia flynn avenue, , 08 84204174, 4552113, 6, NoRole
rec-110-org,   unk, f, , 19040226, , takara, aakre, vic, tucabia, 2256, 67, , , 618 66780750, 9965966, 1, NoRole
rec-200-org,   ira, f, 27, 19890305, , montanna, hashemian, sa, peterhead, 4802, 63, victoria street, old dairy, 07 18440112, 9550991, 0, NoRole
rec-158-org,   usa, f, 26, 19900922, mr, claire, wilder, vic, lang lang, 6210, 9, hallen close, , 8 66447888, 7331341, 5, NoRole
rec-422-org,   , , 26, 19900924, ms, emiily, white, vic, jarklin, 3187, 27, , sect 341, 04 84553875, 5709125, 0, NoRole
rec-489-dup-0, usa, f, 27, 19890221, , madidon, wallg, vic, mansfield, 3068, 4, learmobth drive, yarrabee, 618 50642225, 8787888, 6, NoRole
rec-320-org,   chi, f, 10, 20060220, , adela, tang, sa, butler, 3088, 4, arabana street, sundown motor vill, 617 99777804, 2695143, 6, NoRole
rec-395-org,   iri, m, 30, , dr, mia, quirk, vic, malvern east, 2093, 33, , maroona park, 08 88556345, 8883382, 9, NoRole
rec-337-org,   unk, , , 19030822, , madeline, scorsone, vic, garden city, 3350, 462, landsborough street, , 618 77590714, 5059705, 1, NoRole
rec-391-org,   eng, , 31, 19850802, ms, cassandra, hopson, nsw, toukley, 6054, 26, euroka street, , 2 51757967, 5128908, 8, NoRole
rec-364-org,   unk, , , 19450914, , jaykob, abat, qld, kensington, 5023, 113, biddlecombe street, , 03 55602729, 1300962, 6, NoRole
rec-411-org,   unk, , 36, 19801224, , samuel, scofield, vic, mount martha, 6059, 19, boolee street, , 08 75949943, 3079219, 7, NoRole
rec-261-org,   chi, f, , 19040819, , monique, deng, qld, millbank, 2164, 23, ainslie avenue, , 03 86764901, 5963557, 1, NoRole
rec-455-org,   unk, m, 37, 19790525, , james, scirri, vic, diggers rest, 2226, 30, sherlock street, , 08 05527812, 6006894, 8, NoRole
rec-267-org,   , f, 29, 19870929, ms, chelsea, white, wa, mount burges, 4350, 11, woronora street, rocor, 08 93750924, 5754307, 3, NoRole
rec-413-dup-0, unk, , 10, 2006041 , , imogen, sc um, nsw, strathalbyn, 3136, q, yarrabee, glenr ay, 02 70626879, 6431 148, 8, NoRole
rec-476-org,   ind, m, 30, 19861108, , alex, shamsher, nsw, pyrmont, 2250, 16, hattersley court, , 2 09474029, 6366619, 7, NoRole
rec-276-org,   unk, f, 26, 19900403, , nathan, strapp, nsw, wollar, 2902, 20, ebden street, glenview, 02 04347495, 9695422, 6, NoRole
rec-0-org,   chi, f, 29, 19870916, , william, sheng, qld, pindi pindi, 3146, 3, bradfield street, , 03 73588852, 3582289, 4, NoRole
rec-151-org,   eng, m, 30, 19860715, mr, dayna, irving, , clayton, 2018, 1, goulburn street, , 07 16585118, 7043222, 1, NoRole
rec-268-org,   unk, f, 36, 19800105, , daniel, scofield, vic, kelmscott, 4551, 5, lampard circuit, , 8 09119635, 5343434, 6, NoRole
rec-351-org,   spa, f, , 19410106, ms, wade, mayoral, tas, paradise, 4818, 16, nanima road, piney range, 07 40083188, 8504856, 1, NoRole
rec-90-org,   eng, , 33, , , taylor, abrahams, , buddina, 2765, 76, albermarle place, , 04 77176575, 1720074, 5, NoRole
rec-341-org,   , , 32, 19840215, , brooklyn, rees, qld, esk, 2282, 14, macalister crescent, , 03 16513496, 4331369, 2, NoRole
rec-80-org,   sri, f, 33, 19830416, , samantha, corea, nsw, rufus river, 3188, 16, ballumbir street, , 02 58507596, 6327172, 2, NoRole
rec-481-org,   tur, f, 30, 19860624, , alexandra, bedreddn, vic, kennington, 5600, 39, clemenger street, strauss, 618 85849677, 9211305, 5, NoRole
rec-378-org,   unk, , 29, 19870210, , hayley, scopel, qld, mount crosby, 4507, 40, wellington street, rosetta village, 613 94176399, 1696506, 1, NoRole
rec-129-org,   ina, f, 28, 19880609, , daniel, gunawan, vic, noojee, 4825, 10, amagula avenue, berkeley vlge, 618 61190843, 5798567, 7, NoRole
rec-314-org,   , m, 33, 19830316, , lucy, george, , casula, 2126, 280, turriff street, barwon station, 04 50732582, 6918512, 4, NoRole
rec-198-dup-0, ger, m, , 19010514, , jessie, bayefl, s, maitland, 2138, 431, woollum dtreet, , 07 62423937, 4218836, 1, NoRole
rec-473-dup-0, unk, , 28, , mr, may, scollard, qld, pwebb, 3155, 13, saw place, , 07 43038854, 6621380, 1, NoRole
rec-39-org,   ger, , 13, 20031221, , joshua, wedding, nsw, ballimore, 2075, 133, mortlock circuit, , 2 40398558, 7005081, 6, NoRole
rec-124-dup-0, usa, , , , , kameron, markuez, nstw, springvield, 4055, 20, anketell ztreet, , 612 75401339, 6144815, 4, NoRole
rec-246-dup-0, pak, , , 19811126, , viktoria, kosa, qld, palmersdon, 2330, 61, harrison strit, elmar rankh, 3 76136647, 2377108, 7, NoRole
rec-234-org,   ina, f, , 19210301, , james, sutanto, nsw, surrey hills, 2007, 1, burramurra avenue, , 612 62367605, 1757448, 0, NoRole
rec-307-org,   eng, , , 19691120, , dylan, mcgrory, vic, tamleugh west, 2131, 2, gooromon ponds road, carrington retirement, 8 07295971, 1651242, 7, NoRole
rec-27-dup-0, dut, f, 21, 19951026, , lill an, pietersen, wa, wal pole, 231 , 81, duterrau c rescent, , 8 97714589, 19279 8, 3, NoRole
rec-196-org,   ind, f, , , ms, caitlin, gutta, nsw, lake wyangan, 5010, 10, ridley street, congreave court, 612 65065611, 2656817, 0, NoRole
rec-392-org,   , m, 28, , , brigette, frnklin, wa, siesta park, 3500, 54, lingiari court, goldenvale farm, 618 36513094, 5765786, 1, NoRole
rec-330-org,   usa, f, , 19761205, ms, jory, robbins, vic, mepunga, 6725, 5, morgan crescent, parkvale, 8 27314188, 9244180, 5, NoRole
rec-135-org,   eng, , 30, 19860625, , jack, rupertson, qld, flying fish point, 3620, 104, endeavour street, , 03 81859847, 6762665, 7, NoRole
rec-312-org,   unk, f, 35, 19811026, dr, joshua, aaron, nsw, kurri kurri, 6021, 68, boronia drive, ingrove, 612 08504610, 4855757, 0, NoRole
rec-446-org,   eng, m, 8, 20081008, , harry, bonney, vic, poowong, 6172, 49, priestley place, , 618 21526557, 3141566, 9, NoRole
rec-82-org,   afg, m, 26, 19900525, ms, jack, sayed, qld, devereux creek, 2263, 6, hattersley court, sundown motor vill, 3 54820690, 3229593, 4, NoRole
rec-340-org,   ita, f, 36, 19800102, ms, courtney, briatore, nsw, windang, 5063, 16, strickland crescent, , 612 66900207, 1126601, 6, NoRole
rec-219-org,   eng, f, , 19361001, ms, jasper, melville, wa, northam, 5085, 87, dakin place, , , 8088748, 7, NoRole
rec-137-dup-0, usa, , 3q, 19820202, , aidyn, cochran, ns w, bunda ra, 6023, 2, cordeaux street, tom ry, 02 10759402, 89 82567, 2, NoRole
rec-237-org,   eng, f, 22, , pfc, fergus, , sa, myponga, 6525, 42, mcculloch street, , 617 71568726, 9380615, 0, NoRole
rec-198-org,   ger, m, , 19010514, , jessie, bayerl, sa, maitland, 2148, 431, woollum street, , 07 62423937, 4218863, 1, NoRole
rec-496-org,   unk, f, 42, 19741031, , lucy, sciacca, act, greenway, 3228, 3, rosebery street, , 2 37229635, 6155232, 7, NoRole
rec-26-org,   gre, f, 28, 19880524, , isabella, anastasopoulos, nsw, llangothlin, 4807, 189, mcmaster street, , 612 14517897, 8113324, 2, NoRole
rec-160-org,   , , 30, 19860204, ms, jaiden, matthews, sa, blackwood, 2630, 41, , nuffield village, 617 67562427, 9104346, 7, NoRole
rec-144-org,   chi, f, 32, , , jared, yan, vic, colac, 3280, 13, black street, cressbrook, 618 38741489, 7524378, 0, NoRole
rec-180-org,   usa, , 28, 19880415, , jai, leonard, wa, kauring, 5235, 25, forwood street, , 08 57840642, 8224375, 0, NoRole
rec-471-org,   vie, , 27, , , amber, phong, nsw, eumungerie, 2020, 41, maribyrnong avenue, wandary hill, 2 25114909, 8345518, 7, NoRole
rec-223-org,   cze, f, 26, 19900428, , joshua, harivischak, vic, wahgunyah, 6069, 5, kett street, , 618 89370150, 3652376, 2, NoRole
rec-60-org,   eng, , 30, , , lynae, donalds, nsw, mount pritchard, 4013, 10, chirnside circuit, hounbank, 612 05059931, 2185287, 7, NoRole
rec-142-org,   ina, f, 29, 19870429, mr, eliza, kurniawan, qld, mooga, 7051, 9, balamara street, homeland caravan park, 03 53234041, 5964082, 1, NoRole
rec-226-org,   eng, , 27, 19891212, , ellen, anthonyson, sa, hampstead gardens, 2153, 1, newlop street, bonniview, 617 33285924, 1554589, 2, NoRole
rec-88-org,   ind, m, 26, 19900913, , joshua, sachi, , montmorency, 3137, 12, kennedy street, , 07 33063488, 8040592, 0, NoRole
rec-32-org,   chi, f, 27, 19890725, mr, ruby, chien, wa, narraloggan, 3885, 17, archibald street, seldon, 8 47683347, 2779307, 7, NoRole
rec-342-org,   pak, f, 30, 19860614, , sophie, tator, wa, brown range, 2577, 23, astrolabe street, prospect creek, 8 47718206, 2734841, 1, NoRole
rec-137-org,   usa, , 34, 19820202, , aidyn, cochran, nsw, bundarra, 6023, 2, cordeaux street, tomary, 02 10759402, 8982567, 2, NoRole
rec-466-org,   eng, , , 19490101, , sarsha, appleton, nsw, wang wauk, 2296, 235, maconochie crescent, mansfield park, 612 89101854, 1750404, 3, NoRole
rec-77-org,   usa, f, 29, 19870209, ms, stephanie, peck, vic, kilmany, 6158, 25, scrivener street, , 8 18616933, 2219836, 2, NoRole
rec-450-org,   eng, f, 31, 19850920, hon, lushia, sniders, nsw, patonga, 3198, 72, seaborn place, , 2 84340313, 8728476, 2, NoRole
rec-275-org,   chi, f, 33, 19830327, , angelica, pong, qld, sunset, 2261, 64, pennefather street, , 03 74782841, 7020843, 3, NoRole
rec-45-org,   unk, f, , 19051219, , stephanie, strawbridge, , minchinbury, 3197, 18, , , 08 19314444, 4909330, 0, NoRole
rec-191-org,   eng, f, , 19641112, , rohan, merrickson, vic, prahran, 2145, 4, twelve trees crescent, zeevoo, 08 02168697, 4090009, 7, NoRole
rec-87-org,   , f, 10, 20060628, , lachlan, waterlander, nsw, halfway creek, 3153, 27, crossley close, , 08 38338279, 7620079, 1, NoRole
rec-27-org,   dut, f, 21, 19951026, , lillian, pietersen, wa, walpole, 2319, 81, duterrau crescent, , 8 97714589, 1927968, 3, NoRole
rec-447-org,   unk, f, 21, 19951115, pfc, tess, abbitt, sa, clarence gardens, 2024, 7, erldunda circuit, tesbury, 07 74372648, 6269344, 7, NoRole
rec-20-org,   wel, f, 24, 19920726, mr, montana, roch, nsw, clarence, , 1, bland place, , 02 85390270, 6878610, 9, NoRole
rec-114-org,   eng, m, 29, , , samuel, bulle, vic, dandenong north, 5022, 18, allan street, , 8 33800487, 6857042, 8, NoRole
rec-243-org,   abo, f, 30, 19860427, ms, lachlan, goolagong, nsw, carrington, 2297, 64, halford crescent, , 02 04468448, 2919304, 5, NoRole
rec-102-org,   usa, , , 19441005, ms, ebony, glass, vic, scotts creek, 3153, 118, chewings street, , 8 36532422, 4672812, 2, NoRole
rec-288-org,   eng, , 29, 19870804, , lewis, winterbottom, , lismore, 4220, 14, notting court, , 07 70784382, 6690047, 3, NoRole
rec-413-org,   unk, , 10, 20060413, , imogen, scjum, nsw, strathalbyn, 3136, 4, yarrabee, glenray, 02 70626879, 6431148, 8, NoRole
rec-207-org,   cze, f, 25, 19911023, , nicholas, ruzin, vic, gillieston, 5045, 7, mckeahnie street, , 08 01739029, 2384658, 6, NoRole
rec-148-org,   usa, f, 24, 19920123, , gabrielle, hill, wa, mueller ranges, 2800, 2, bentham street, , 8 29763664, 6396591, 0, NoRole
rec-143-org,   unk, f, 34, 19821006, , hugo, abat, vic, blackburn south, 2041, 1087, monaro crescent, , , 4979128, 1, NoRole
rec-394-org,   vie, m, 21, , , emmerson, trinh, wa, kalumburu, 5008, 32, lanley square, , 08 07285685, 4563522, 4, NoRole
rec-58-org,   eng, f, 25, 19910203, mr, robert, cocks, vic, indented head, 2630, 177, kenyon circuit, , 08 31980223, 2188883, 0, NoRole
rec-74-org,   ser, , 29, 19870629, dr, daniel, teresak, wa, strathalbyn, 3018, 64, meehan garden, villa 5, 8 94229449, 9682280, 9, NoRole
rec-278-org,   usa, , 24, 19920714, dr, hayden, sloan, sa, carina heights, 3013, 93, crocker place, , 617 21777837, 6903245, 7, NoRole
rec-12-org,   ser, , 23, 19930127, dr, alia, zivoinovic, vic, blackburn north, 6104, 726, wolff crescent, glenworth, 618 18755902, 4078409, 5, NoRole
rec-209-org,   unk, f, 29, , , sophie, abbondandola, nsw, teven, 6432, 6, callaghan street, , 2 18778388, 6725086, 0, NoRole
rec-177-org,   chi, f, 37, , , caitlin, ssu, vic, fish creek, 2250, 739, lyne place, , 618 94231343, 7474781, 9, NoRole
rec-290-org,   eng, , 33, 19831111, mr, indyana, proudfoot, qld, kolonga, 4655, 74, pridham street, elston, 3 96443076, 3903612, 1, NoRole
rec-56-org,   unk, f, , 19960727, , ellie, aballon, qld, vinegar hill, 2572, 103, manifold place, st francis vlge, 03 67213504, 2378202, 5, NoRole
rec-396-dup-0, chi, f, , 19900222, ms, emme , shu k, ns , dhar uk, 5152, 4 , clianthus street, , 2 62163466, 9015711, 0, NoRole
rec-187-org,   usa, m, 22, 19940709, ms, ebonie, peters, nsw, bygalorie, 3201, 75, mcgowen close, summer hill, 02 21860080, 1998438, 8, NoRole
rec-390-org,   usa, f, 30, 19860102, ms, thomas, stanley, sa, yagoona, 3850, 291, gellibrand street, dandegong, 7 64626707, 5545918, 0, NoRole
rec-423-org,   eng, m, 32, 19840731, , annika, danell, vic, , 3616, 87, balsillie crescent, tigers hill, 8 48050713, 3421550, 1, NoRole
rec-374-org,   usa, f, , 19351126, ms, caitlin, mcclure, vic, bell post hill, 7258, 66, federal highway, rosetta village, 8 70289147, 9242555, 0, NoRole
rec-258-org,   eng, f, 23, 19931222, ms, chloe, linwood, nsw, wiangaree, 2073, 1, cowan street, linvale, 2 47273232, 5431673, 4, NoRole
rec-279-org,   eng, , 33, 19831120, mr, mackenzie, quick, vic, kanumbra, 2114, 10, limestone avenue, , 08 34798710, 1107416, 4, NoRole
rec-347-org,   usa, m, , 19021128, ms, jacinta, cummings, nsw, spicers creek, 3677, 63, allambee street, , 2 04368289, 9780520, 0, NoRole
rec-122-org,   eng, f, , 19420929, mr, joshua, haward, wa, toodyay, 2062, 5, canberra avenue, , 618 03309040, 3866063, 6, NoRole
rec-474-org,   unk, , 26, 19900609, , isabella, abbitt, tas, robigana, 6148, 13, maygar street, oreel, 617 55024985, 5711370, 6, NoRole
rec-42-org,   usa, f, , 19661206, , darcy, foster, vic, westmeadows, 2487, 74, baudin street, pine hill, 08 79589296, 2486510, 5, NoRole
rec-10-org,   usa, f, , 19001116, , cameron, carr, nsw, allynbrook, 5097, 11, , glenearra, 02 20468807, 4968505, 9, NoRole
rec-189-org,   unk, m, 23, 19931112, mr, brooke, scolastique, vic, elmore, 4350, 6, knight place, , 04 62297335, 1075967, 4, NoRole
rec-244-org,   gre, f, 30, 19861129, , molly, karageorgiou, nsw, walmer, 4051, 17, berry street, wallcliffe medical centre, 02 44768011, 9556250, 2, NoRole
rec-334-org,   usa, , 25, 19910620, , mikayla, palmer, vic, penguin, 3620, 55, shortland crescent, denmore, 618 17073897, 4024476, 0, NoRole
rec-178-org,   usa, f, 24, 19920921, , alexandra, hicks, vic, mitchell park, 2261, 6, bastow circuit, retirement village, 04 96051868, 4770478, 1, NoRole
rec-16-org,   ind, f, 6, 20101213, , jake, shahraj, qld, collaroy, 7011, 57, franc place, ferndale, 3 79245001, 8328027, 2, NoRole
rec-432-org,   afr, f, 27, 19891026, mr, sarah, , sa, auburn, 4560, 8, keverstone circuit, , 7 77858785, 9751500, 7, NoRole
rec-461-org,   ser, f, 26, 19900315, , latham, radul, qld, east barron, 4121, 24, robson street, , 3 44637102, 1194310, 2, NoRole
rec-464-org,   ser, m, 27, 19890825, , liam, sipran, qld, upper brookfield, 6061, 40, gymkhana road, , 3 58473509, 2541811, 4, NoRole
rec-485-org,   unk, , 19, 19970205, , hannah, scirri, nsw, gerroa, 3074, 4, windeyer street, highfields medical centre, 02 00135641, 5787240, 6, NoRole
rec-403-org,   vie, f, 24, 19920227, , campbell, lam, nsw, tumbarumba, 6108, 36, rohan street, pontresina, 02 03304990, 3819185, 7, NoRole
rec-381-org,   unk, f, 20, 19960524, , blake, scollard, vic, mentone, 2617, 35, guginya crescent, , 618 33565938, 4001701, 2, NoRole
rec-382-org,   ind, , 34, 19820622, , matthew, ratnasabapathi, vic, corunnun, 3752, 7, cambage street, waiweer, 08 17632992, 9526047, 6, NoRole
rec-421-org,   unk, , 13, 20030527, mr, caitlin, scoby, nsw, the ponds, 6110, 179, musgrave street, , 02 79796680, 7160249, 8, NoRole
rec-335-org,   spa, , 22, 19940116, ms, sara, asprilla, sa, maylands, 4352, 1, joyner place, , 7 02985547, 7152795, 6, NoRole
rec-286-org,   eng, f, 28, 19880711, , lachlan, bloxam, nsw, pimlico, 2902, 223, tasmania circle, dryburgh cottage, 02 25817377, 5699231, 5, NoRole
rec-373-dup-0, ser, f, 31, 198511 1, ms, ja rod, vjukic, nsw, yarrambat, 487 8, 15, atherton street, , 612 198 9177, 669|929, 3, NoRole
rec-44-org,   ind, f, 27, 19890308, , amy, ramaswami, , ellinbank, 2041, 25, warrumbul street, , 02 72262239, 2253146, 2, NoRole
rec-296-org,   unk, f, 34, 19820806, , shenae, aarnoudse, vic, dreeite, 3225, 17, novar street, sun city resort, 618 05995613, 4189898, 6, NoRole
rec-141-org,   usa, f, 13, 20030518, ms, jessica, fry, vic, cora lynn, 6330, 4, burnie street, , 08 87973153, 4965894, 9, NoRole
rec-272-org,   unk, m, 27, 19890922, , micaela, abbondandola, qld, nobby beach, 3186, 12, baskerville street, , 3 46959199, 3460773, 6, NoRole
